casename,Precursor,case_name,floris_TI,floris_U0,layout_x,layout_y,num_turbines,path,sim_length,sowfa_TI,sowfa_U0,yaw,power,ti,d_spacing,wake_table,Layouts
c_72,"neutral_5kmx2kmx1km
",D_0103_10_0_5_0_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10.  0.  0.],[1868.4  847.1  840.4],[0.0898865  0.13450433 0.18834904],5.0,[0 1 2],2x3
c_73,"neutral_5kmx2kmx1km
",D_0109_10_10_5_0_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10. 10.  0.],[1868.6  806.2  826.1],[0.0898891  0.12281928 0.1717903 ],5.0,[0 1 2],2x3
c_74,"neutral_5kmx2kmx1km
",D_0115_10_20_5_0_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10. 20.  0.],[1868.7  723.   842. ],[0.08990058 0.11158656 0.15218885],5.0,[0 1 2],2x3
c_75,"neutral_5kmx2kmx1km
",D_0121_20_-20_5_0_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 20. -20.   0.],[1685.6  967.7  840.1],[0.08525681 0.16573211 0.19850816],5.0,[0 1 2],2x3
c_76,"neutral_5kmx2kmx1km
",D_0127_20_-10_5_0_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 20. -10.   0.],[1686.6 1027.5  783.7],[0.0852755  0.15756475 0.19363488],5.0,[0 1 2],2x3
c_77,"neutral_5kmx2kmx1km
",D_0133_20_0_5_0_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1687.1 1031.7  769.3],[0.08524452 0.1482773  0.18146391],5.0,[0 1 2],2x3
c_78,"neutral_5kmx2kmx1km
",C_0058_20_10_5_0_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1687.2  974.   780.3],[0.0852492  0.13796008 0.16277254],5.0,[0 1 2],2x3
c_79,"neutral_5kmx2kmx1km
",D_0145_20_20_5_0_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 20.  0.],[1687.5  864.7  826.5],[0.08526079 0.12621306 0.14470524],5.0,[0 1 2],2x3
c_80,"neutral_5kmx2kmx1km
",D_0002_-20_-20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20. -20.   0.],[1698.1  756.7  883.1],[0.09697617 0.10704357 0.18903545],5.0,[0 1 2],1x3
c_81,"neutral_5kmx2kmx1km
",D_0008_-20_-10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20. -10.   0.],[1697.6  851.5  793.1],[0.09697644 0.11454234 0.17426047],5.0,[0 1 2],1x3
c_82,"neutral_5kmx2kmx1km
",D_0014_-20_0_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20.   0.   0.],[1697.8  899.9  716.7],[0.09696999 0.12285488 0.15898316],5.0,[0 1 2],1x3
c_83,"neutral_5kmx2kmx1km
",D_0020_-20_10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20.  10.   0.],[1697.1  894.4  682.6],[0.0971189  0.13189455 0.14859594],5.0,[0 1 2],1x3
c_84,"neutral_5kmx2kmx1km
",D_0026_-20_20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20.  20.   0.],[1696.1  841.6  685.6],[0.09701422 0.14115084 0.14373335],5.0,[0 1 2],1x3
c_85,"neutral_5kmx2kmx1km
",D_0032_-10_-20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10. -20.   0.],[1874.5  659.8  806.5],[0.0954389  0.0970645  0.16800423],5.0,[0 1 2],1x3
c_86,"neutral_5kmx2kmx1km
",D_0038_-10_-10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10. -10.   0.],[1873.9  731.   755.2],[0.09542989 0.09567962 0.1662625 ],5.0,[0 1 2],1x3
c_87,"neutral_5kmx2kmx1km
",D_0044_-10_0_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10.   0.   0.],[1874.4  763.4  712.2],[0.09525056 0.09788209 0.15946758],5.0,[0 1 2],1x3
c_88,"neutral_5kmx2kmx1km
",D_0050_-10_10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10.  10.   0.],[1874.3  749.9  708.8],[0.09541768 0.10317709 0.15948645],5.0,[0 1 2],1x3
c_89,"neutral_5kmx2kmx1km
",D_0056_-10_20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10.  20.   0.],[1873.1  697.6  734. ],[0.09550311 0.11199415 0.15747185],5.0,[0 1 2],1x3
c_90,"neutral_5kmx2kmx1km
",D_0062_0_-20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[  0. -20.   0.],[1936.9  668.3  745.7],[0.09294247 0.12552948 0.17380805],5.0,[0 1 2],1x3
c_91,"neutral_5kmx2kmx1km
",D_0068_0_-10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[  0. -10.   0.],[1936.5  726.3  727.2],[0.09297341 0.11375601 0.17801134],5.0,[0 1 2],1x3
c_92,"neutral_5kmx2kmx1km
",D_0074_0_0_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[0. 0. 0.],[1936.6  746.1  737.1],[0.09289228 0.10408444 0.18874693],5.0,[0 1 2],1x3
c_93,"neutral_5kmx2kmx1km
",D_0080_0_10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 10.  0.],[1936.9  720.6  765.2],[0.09291692 0.09713739 0.19430654],5.0,[0 1 2],1x3
c_94,"neutral_5kmx2kmx1km
",D_0086_0_20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 20.  0.],[1936.5  657.8  825.3],[0.09300859 0.09447575 0.19775566],5.0,[0 1 2],1x3
c_95,"neutral_5kmx2kmx1km
",D_0092_10_-20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 10. -20.   0.],[1868.1  783.6  745. ],[0.08982492 0.15817302 0.16370447],5.0,[0 1 2],1x3
c_96,"neutral_5kmx2kmx1km
",D_0098_10_-10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 10. -10.   0.],[1868.4  837.4  753.1],[0.08982376 0.14625922 0.18195045],5.0,[0 1 2],1x3
c_97,"neutral_5kmx2kmx1km
",D_0104_10_0_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10.  0.  0.],[1868.6  847.1  794.2],[0.08984163 0.13437343 0.1970606 ],5.0,[0 1 2],1x3
c_98,"neutral_5kmx2kmx1km
",D_0110_10_10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10. 10.  0.],[1868.4  806.2  859.8],[0.08986763 0.12273947 0.20723262],5.0,[0 1 2],1x3
c_99,"neutral_5kmx2kmx1km
",D_0116_10_20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10. 20.  0.],[1868.4  722.8  931.2],[0.08987108 0.1115623  0.20142033],5.0,[0 1 2],1x3
c_100,"neutral_5kmx2kmx1km
",D_0122_20_-20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 20. -20.   0.],[1685.7  967.9  754.7],[0.08525905 0.16566531 0.14376084],5.0,[0 1 2],1x3
c_101,"neutral_5kmx2kmx1km
",D_0128_20_-10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 20. -10.   0.],[1686.4 1027.5  797.9],[0.08525769 0.15761268 0.16403678],5.0,[0 1 2],1x3
c_102,"neutral_5kmx2kmx1km
",D_0134_20_0_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1686.7 1031.8  866.4],[0.08527666 0.14832638 0.17868421],5.0,[0 1 2],1x3
c_103,"neutral_5kmx2kmx1km
",C_0059_20_10_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1686.6  973.9  961.7],[0.08527871 0.13799491 0.18417221],5.0,[0 1 2],1x3
c_104,"neutral_5kmx2kmx1km
",D_0146_20_20_5_0_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 20.  0.],[1687.1  864.5 1087.8],[0.08532757 0.12646571 0.17991937],5.0,[0 1 2],1x3
c_105,"neutral_5kmx2kmx1km
",D_0003_-20_-20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20. -20.   0.],[1698.6  756.7  810.7],[0.09693955 0.10681756 0.17449356],5.0,[0 1 2],2x3
c_106,"neutral_5kmx2kmx1km
",D_0009_-20_-10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20. -10.   0.],[1698.   851.1  795.9],[0.09690842 0.11440684 0.19963661],5.0,[0 1 2],2x3
c_107,"neutral_5kmx2kmx1km
",D_0015_-20_0_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20.   0.   0.],[1698.3  899.1  824. ],[0.09690478 0.12272685 0.21415439],5.0,[0 1 2],2x3
c_108,"neutral_5kmx2kmx1km
",D_0021_-20_10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20.  10.   0.],[1697.6  893.2  889.6],[0.09702414 0.13181228 0.21841452],5.0,[0 1 2],2x3
c_109,"neutral_5kmx2kmx1km
",D_0027_-20_20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-20.  20.   0.],[1696.7  840.3  971. ],[0.09695209 0.14119672 0.21182597],5.0,[0 1 2],2x3
c_110,"neutral_5kmx2kmx1km
",D_0033_-10_-20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10. -20.   0.],[1874.7  659.5  856.9],[0.09541899 0.09700804 0.19902387],5.0,[0 1 2],2x3
c_111,"neutral_5kmx2kmx1km
",D_0039_-10_-10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10. -10.   0.],[1874.1  730.6  882.1],[0.09539829 0.09558232 0.2174935 ],5.0,[0 1 2],2x3
c_112,"neutral_5kmx2kmx1km
",D_0045_-10_0_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10.   0.   0.],[1874.5  762.7  932. ],[0.09522559 0.09786107 0.22548955],5.0,[0 1 2],2x3
c_113,"neutral_5kmx2kmx1km
",D_0051_-10_10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10.  10.   0.],[1874.5  748.9 1003.5],[0.09539648 0.1031097  0.22482318],5.0,[0 1 2],2x3
c_114,"neutral_5kmx2kmx1km
",D_0057_-10_20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[-10.  20.   0.],[1873.4  696.6 1078. ],[0.09548552 0.1119885  0.21452875],5.0,[0 1 2],2x3
c_115,"neutral_5kmx2kmx1km
",D_0063_0_-20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[  0. -20.   0.],[1937.   668.   964.6],[0.09293989 0.12549989 0.22307822],5.0,[0 1 2],2x3
c_116,"neutral_5kmx2kmx1km
",D_0069_0_-10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[  0. -10.   0.],[1936.7  725.9 1010.7],[0.09298588 0.11380882 0.22945666],5.0,[0 1 2],2x3
c_117,"neutral_5kmx2kmx1km
",C_0006_0_0_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[0. 0. 0.],[1936.8  745.4 1085.7],[0.09290117 0.10409876 0.22406767],5.0,[0 1 2],2x3
c_118,"neutral_5kmx2kmx1km
",C_0024_0_10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 10.  0.],[1937.2  719.6 1174.3],[0.09293129 0.09713639 0.21019269],5.0,[0 1 2],2x3
c_119,"neutral_5kmx2kmx1km
",D_0087_0_20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 20.  0.],[1936.9  656.9 1256.7],[0.09303548 0.09443289 0.19717023],5.0,[0 1 2],2x3
c_120,"neutral_5kmx2kmx1km
",D_0093_10_-20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 10. -20.   0.],[1868.6  783.1 1122.5],[0.08986492 0.15831167 0.19229636],5.0,[0 1 2],2x3
c_121,"neutral_5kmx2kmx1km
",D_0099_10_-10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 10. -10.   0.],[1868.8  836.8 1177.6],[0.08986515 0.14648468 0.19587434],5.0,[0 1 2],2x3
c_122,"neutral_5kmx2kmx1km
",D_0105_10_0_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10.  0.  0.],[1869.1  846.4 1257.4],[0.08988454 0.13465882 0.18652944],5.0,[0 1 2],2x3
c_123,"neutral_5kmx2kmx1km
",D_0111_10_10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10. 10.  0.],[1869.1  805.1 1354.9],[0.08992878 0.12294247 0.16859591],5.0,[0 1 2],2x3
c_124,"neutral_5kmx2kmx1km
",D_0117_10_20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[10. 20.  0.],[1869.2  721.6 1440.7],[0.08992367 0.11180602 0.15372572],5.0,[0 1 2],2x3
c_125,"neutral_5kmx2kmx1km
",D_0123_20_-20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 20. -20.   0.],[1686.5  967.3 1234.3],[0.08524863 0.16579128 0.16593024],5.0,[0 1 2],2x3
c_126,"neutral_5kmx2kmx1km
",D_0129_20_-10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 20. -10.   0.],[1687.3 1026.6 1311.8],[0.0852678  0.15784547 0.16171501],5.0,[0 1 2],2x3
c_127,"neutral_5kmx2kmx1km
",C_0042_20_0_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1687.5 1030.6 1413.4],[0.08528246 0.1484182  0.15397701],5.0,[0 1 2],2x3
c_128,"neutral_5kmx2kmx1km
",D_0141_20_10_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1687.5  972.6 1524.2],[0.08529792 0.13814952 0.14273449],5.0,[0 1 2],2x3
c_129,"neutral_5kmx2kmx1km
",D_0147_20_20_5_0_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1000.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 20.  0.],[1687.9  863.3 1617.1],[0.08531276 0.12662814 0.1303326 ],5.0,[0 1 2],2x3
c_130,"neutral_5kmx2kmx1km
",C_0007_0_0_5_1_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[0. 0. 0.],[1935.2 1208.  1017.9],[0.09285825 0.18334061 0.19367423],5.0,[0 1 2],3x3
c_131,"neutral_5kmx2kmx1km
",C_0025_0_10_5_1_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 10.  0.],[1934.2 1148.5  974.8],[0.09291948 0.17663192 0.19869311],5.0,[0 1 2],3x3
c_132,"neutral_5kmx2kmx1km
",C_0043_20_0_5_1_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1684.8 1598.1  917.2],[0.08524004 0.13389651 0.15190266],5.0,[0 1 2],3x3
c_133,"neutral_5kmx2kmx1km
",C_0061_20_10_5_1_-1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 937.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1684.4 1522.1  863.4],[0.08527122 0.13070286 0.15413748],5.0,[0 1 2],3x3
c_134,"neutral_5kmx2kmx1km
",C_0008_0_0_5_1_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[0. 0. 0.],[1935.  1209.1  667. ],[0.09291814 0.18329534 0.17600245],5.0,[0 1 2],2x3
c_135,"neutral_5kmx2kmx1km
",C_0026_0_10_5_1_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 10.  0.],[1934.  1149.6  653.2],[0.09295945 0.17662634 0.16242704],5.0,[0 1 2],2x3
c_136,"neutral_5kmx2kmx1km
",C_0044_20_0_5_1_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20.  0.  0.],[1684.3 1599.2  695.4],[0.08526336 0.13385633 0.12889648],5.0,[0 1 2],2x3
c_137,"neutral_5kmx2kmx1km
",C_0062_20_10_5_1_0,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 1000.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[20. 10.  0.],[1683.6 1523.1  689.7],[0.08529065 0.13061539 0.11500424],5.0,[0 1 2],2x3
c_138,"neutral_5kmx2kmx1km
",C_0009_0_0_5_1_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[0. 0. 0.],[1935.1 1209.4  708.1],[0.09290856 0.18323888 0.11787576],5.0,[0 1 2],2x3
c_139,"neutral_5kmx2kmx1km
",C_0027_0_10_5_1_1,0.09,8.38,"(1000.0, 1630.0, 2260.0)","(1000.0, 1063.0, 1063.0)",3,sowfa_library (Paul.fleming@nrel.gov)/full_runs/three_turbine_eagle/eagle_runs,2000.0,0.1,8.0,[ 0. 10.  0.],[1934.1 1149.9  820.5],[0.09296733 0.17661184 0.14577595],5.0,[0 1 2],2x3
